TermCRN,L,R,WL
SpringTerm2025-3360,,,
SpringTerm2025-3361,,,
SpringTerm2025-4103,,1,
SpringTerm2025-3362,,,
SpringTerm2025-3363,,,
SpringTerm2025-3364,,,
SpringTerm2025-3365,,,
SpringTerm2025-3366,,,
SpringTerm2025-3367,,,
SpringTerm2025-3368,,,
SpringTerm2025-3369,,,
FallTerm2023-5387,,,
FallTerm2023-5388,,,
FallTerm2023-5837,16,17,0
FallTerm2023-5838,16,18,0
FallTerm2023-5839,16,18,0
FallTerm2023-5389,,,
FallTerm2023-5390,,,
FallTerm2023-5391,,,
FallTerm2023-5392,,,
FallTerm2023-5995,13,10,0
FallTerm2023-5840,13,12,0
FallTerm2023-5994,13,14,0
FallTerm2023-5841,13,13,0
FallTerm2023-5393,,,
FallTerm2023-5394,,,
FallTerm2023-5395,,,
FallTerm2023-5396,,,
FallTerm2023-5397,,,
FallTerm2023-5398,,,
FallTerm2023-5399,,,
FallTerm2023-5400,,,
FallTerm2024-5750,16,7,0
FallTerm2024-5403,,,
FallTerm2024-5404,,,
FallTerm2024-5885,16,16,1
FallTerm2024-5886,16,16,1
FallTerm2024-5887,16,16,0
FallTerm2024-5405,,,
FallTerm2024-5406,,,
FallTerm2024-5407,,,
FallTerm2024-5408,,,
FallTerm2024-5888,13,13,2
FallTerm2024-5889,13,13,2
FallTerm2024-5891,13,6,0
FallTerm2024-5890,13,5,0
FallTerm2024-5409,,,
FallTerm2024-5410,,,
FallTerm2024-5411,,,
FallTerm2024-5412,,,
FallTerm2024-5413,,,
FallTerm2024-5414,,,
FallTerm2024-5415,,,
FallTerm2024-5416,,,
WinterTerm2024-1385,,,
WinterTerm2024-1386,,,
WinterTerm2024-1850,16,17,0
WinterTerm2024-1851,16,19,0
WinterTerm2024-1853,16,16,0
WinterTerm2024-2065,16,10,0
WinterTerm2024-1387,,,
WinterTerm2024-1388,,,
WinterTerm2024-1389,,,
WinterTerm2024-1390,,,
WinterTerm2024-2007,13,15,0
WinterTerm2024-2008,13,10,0
WinterTerm2024-1391,,,
WinterTerm2024-1392,,,
WinterTerm2024-1393,,,
WinterTerm2024-1394,,,
WinterTerm2024-1395,,,
WinterTerm2024-1396,,,
WinterTerm2024-1397,,,
WinterTerm2024-1398,,,
WinterTerm2025-1655,,1,
WinterTerm2025-1368,,,
WinterTerm2025-1369,,,
WinterTerm2025-1853,16,5,0
WinterTerm2025-1854,16,9,0
WinterTerm2025-1855,16,16,3
WinterTerm2025-1856,16,14,0
WinterTerm2025-1370,,,
WinterTerm2025-1371,,,
WinterTerm2025-1372,,,
WinterTerm2025-1373,,,
WinterTerm2025-1656,,,
WinterTerm2025-1857,13,4,0
WinterTerm2025-2088,13,5,0
WinterTerm2025-1859,13,11,0
WinterTerm2025-1374,,,
WinterTerm2025-1375,,,
WinterTerm2025-1376,,,
WinterTerm2025-1377,,,
WinterTerm2025-1378,,,
WinterTerm2025-1379,,,
WinterTerm2025-1380,,,
WinterTerm2025-1381,,,
SpringTerm2024-3617,,7,
SpringTerm2024-3361,,,
SpringTerm2024-3362,,,
SpringTerm2024-3864,16,12,0
SpringTerm2024-3865,16,17,0
SpringTerm2024-3363,,,
SpringTerm2024-3364,,,
SpringTerm2024-3365,,,
SpringTerm2024-3366,,,
SpringTerm2024-3866,13,14,0
SpringTerm2024-3618,,1,
SpringTerm2024-4011,13,15,0
SpringTerm2024-4012,13,13,0
SpringTerm2024-4013,13,14,0
SpringTerm2024-3367,,,
SpringTerm2024-3368,,,
SpringTerm2024-3369,,,
SpringTerm2024-3370,,,
SpringTerm2024-3371,,,
SpringTerm2024-3372,,,
SpringTerm2024-3373,,,
SpringTerm2024-3374,,,
SpringTerm2025-3370,,,
SpringTerm2025-3371,,,
SpringTerm2025-3871,16,9,0
SpringTerm2025-3872,16,5,0
SpringTerm2025-3873,16,15,0
SpringTerm2025-3372,,,
SpringTerm2025-3373,,,
SpringTerm2025-3374,,,
SpringTerm2025-3375,,,
SpringTerm2025-3874,13,13,2
SpringTerm2025-3875,13,13,1
SpringTerm2025-3876,13,13,5
SpringTerm2025-3376,,,
SpringTerm2025-3377,,,
SpringTerm2025-3378,,,
SpringTerm2025-3379,,,
SpringTerm2025-3380,,,
SpringTerm2025-3381,,,
SpringTerm2025-3382,,,
SpringTerm2025-3383,,,
FallTerm2023-5950,20,15,0
FallTerm2023-5739,18,20,0
FallTerm2023-5741,14,10,0
FallTerm2023-5401,,,
FallTerm2023-5402,,,
FallTerm2023-5403,,,
FallTerm2023-5404,,,
FallTerm2023-5405,,,
FallTerm2023-5406,,,
FallTerm2023-5407,,,
FallTerm2023-5408,,,
FallTerm2023-5409,,,
FallTerm2023-5410,,,
FallTerm2024-5837,20,18,0
FallTerm2024-5711,18,18,2
FallTerm2024-5713,14,2,0
FallTerm2024-5417,,,
FallTerm2024-5418,,,
FallTerm2024-5419,,,
FallTerm2024-5420,,,
FallTerm2024-5421,,,
FallTerm2024-5422,,,
FallTerm2024-5423,,,
FallTerm2024-5424,,,
FallTerm2024-5425,,,
FallTerm2024-5426,,,
WinterTerm2024-1968,20,19,0
WinterTerm2024-1970,20,13,0
WinterTerm2024-1748,18,18,0
WinterTerm2024-1399,,,
WinterTerm2024-2145,18,8,0
WinterTerm2024-1400,,,
WinterTerm2024-1401,,,
WinterTerm2024-1402,,,
WinterTerm2024-1403,,,
WinterTerm2024-1404,,,
WinterTerm2024-1405,,,
WinterTerm2024-1406,,,
WinterTerm2024-1407,,,
WinterTerm2024-1408,,,
WinterTerm2025-1801,20,8,0
WinterTerm2025-1803,20,15,0
WinterTerm2025-1667,18,10,0
WinterTerm2025-1382,,,
WinterTerm2025-1669,18,8,0
WinterTerm2025-1383,,,
WinterTerm2025-1384,,,
WinterTerm2025-1385,,,
WinterTerm2025-1386,,,
WinterTerm2025-1387,,,
WinterTerm2025-1388,,,
WinterTerm2025-1389,,,
WinterTerm2025-1390,,,
WinterTerm2025-1391,,,
SpringTerm2024-3968,20,21,0
SpringTerm2024-3770,18,23,0
SpringTerm2024-3375,,,
SpringTerm2024-4016,20,18,0
SpringTerm2024-3376,,,
SpringTerm2024-3377,,,
SpringTerm2024-3378,,,
SpringTerm2024-3379,,,
SpringTerm2024-3380,,,
SpringTerm2024-3381,,,
SpringTerm2024-3382,,,
SpringTerm2024-3383,,,
SpringTerm2024-3384,,,
SpringTerm2025-3677,18,14,0
SpringTerm2025-3384,,,
SpringTerm2025-3834,20,8,0
SpringTerm2025-3809,15,4,0
SpringTerm2025-3385,,,
SpringTerm2025-3386,,,
SpringTerm2025-3387,,,
SpringTerm2025-3388,,,
SpringTerm2025-3389,,,
SpringTerm2025-3390,,,
SpringTerm2025-3391,,,
SpringTerm2025-3392,,,
SpringTerm2025-3393,,,
FallTerm2023-5411,,,
FallTerm2023-5971,,,
FallTerm2023-5771,,19,
FallTerm2023-6098,,6,
FallTerm2023-5949,0,11,0
FallTerm2023-5772,0,,
FallTerm2023-6222,,20,
FallTerm2023-5773,0,7,0
FallTerm2023-6136,0,12,0
FallTerm2023-5774,0,,
FallTerm2023-5775,0,9,0
FallTerm2023-5776,0,10,0
FallTerm2023-5777,0,8,0
FallTerm2023-5778,0,12,0
FallTerm2023-5779,0,9,0
FallTerm2023-5781,0,8,0
FallTerm2023-5782,0,,
FallTerm2023-6255,,5,
FallTerm2023-6256,,3,
FallTerm2023-6257,,1,
FallTerm2023-6259,,13,
FallTerm2023-6261,,23,
FallTerm2023-6262,,3,
FallTerm2023-6263,,1,
FallTerm2023-6264,,1,
FallTerm2023-6266,,2,
FallTerm2023-6267,,2,
FallTerm2023-6268,,2,
FallTerm2023-6269,,3,
FallTerm2023-6270,,1,
FallTerm2023-6271,,2,
FallTerm2023-6272,,3,
FallTerm2023-6273,,2,
FallTerm2023-5783,0,,
FallTerm2023-6258,,7,
FallTerm2023-6260,,16,
FallTerm2023-6274,,6,
FallTerm2023-5784,,,
FallTerm2023-6206,,2,
FallTerm2023-6207,,2,
FallTerm2023-6208,,3,
FallTerm2023-6231,,1,
FallTerm2023-6232,,1,
FallTerm2023-6275,,2,
FallTerm2023-6276,,1,
FallTerm2023-6287,,1,
FallTerm2023-5785,0,45,0
FallTerm2023-5786,0,33,0
FallTerm2023-5787,0,39,0
FallTerm2023-5788,,3,
FallTerm2023-5789,0,26,0
FallTerm2023-5790,0,16,0
FallTerm2023-5791,0,51,0
FallTerm2023-5792,0,68,0
FallTerm2023-5793,0,75,0
FallTerm2023-5794,0,20,0
FallTerm2023-5795,0,22,0
FallTerm2023-5796,0,10,0
FallTerm2023-5412,,,
FallTerm2023-5972,,,
FallTerm2023-5797,0,,
FallTerm2023-5798,0,,
FallTerm2024-5427,,,
FallTerm2024-5428,,,
FallTerm2024-6000,0,,
FallTerm2024-6001,,2,
FallTerm2024-6002,0,,
FallTerm2024-6003,0,,
FallTerm2024-6004,0,,
FallTerm2024-6007,0,,
FallTerm2024-6008,0,,
FallTerm2024-6009,0,,
FallTerm2024-6010,0,,
FallTerm2024-6011,0,,
FallTerm2024-6012,0,,
FallTerm2024-6013,0,,
FallTerm2024-6014,0,,
FallTerm2024-6015,,,
FallTerm2024-6016,0,,
FallTerm2024-6017,0,,
FallTerm2024-6085,0,,
FallTerm2024-6018,,,
FallTerm2024-6019,0,,
FallTerm2024-6020,0,,
FallTerm2024-6021,0,,
FallTerm2024-6022,0,,
FallTerm2024-6023,0,,
FallTerm2024-6024,0,,
FallTerm2024-6025,0,,
FallTerm2024-6026,0,,
FallTerm2024-5429,,,
FallTerm2024-5430,,,
WinterTerm2024-1409,,,
WinterTerm2024-1982,,,
WinterTerm2024-1786,,13,
WinterTerm2024-2102,,1,
WinterTerm2024-1787,0,11,0
WinterTerm2024-1788,0,8,0
WinterTerm2024-2124,,18,
WinterTerm2024-1789,0,8,0
WinterTerm2024-2117,0,12,0
WinterTerm2024-1790,0,,
WinterTerm2024-1791,0,,
WinterTerm2024-1792,0,13,0
WinterTerm2024-1793,0,6,0
WinterTerm2024-1794,0,11,0
WinterTerm2024-1795,0,10,0
WinterTerm2024-1797,0,13,0
WinterTerm2024-1798,0,,
WinterTerm2024-2303,,5,
WinterTerm2024-2304,,3,
WinterTerm2024-2309,,2,
WinterTerm2024-2312,,4,
WinterTerm2024-2313,,4,
WinterTerm2024-2314,,2,
WinterTerm2024-2316,,10,
WinterTerm2024-2317,,4,
WinterTerm2024-2318,,3,
WinterTerm2024-2319,,2,
WinterTerm2024-2321,,5,
WinterTerm2024-2322,,7,
WinterTerm2024-2323,,2,
WinterTerm2024-2324,,3,
WinterTerm2024-2325,,3,
WinterTerm2024-2326,,4,
WinterTerm2024-2327,,1,
WinterTerm2024-2329,,5,
WinterTerm2024-2330,,7,
WinterTerm2024-2332,,2,
WinterTerm2024-1799,0,,
WinterTerm2024-2305,,8,
WinterTerm2024-2311,,14,
WinterTerm2024-2315,,2,
WinterTerm2024-2328,,7,
WinterTerm2024-2331,,7,
WinterTerm2024-1800,,,
WinterTerm2024-2180,,3,
WinterTerm2024-2230,,1,
WinterTerm2024-2231,,2,
WinterTerm2024-2243,,2,
WinterTerm2024-2244,,1,
WinterTerm2024-2263,,1,
WinterTerm2024-2264,,1,
WinterTerm2024-1801,0,48,0
WinterTerm2024-1802,0,32,0
WinterTerm2024-1803,0,40,0
WinterTerm2024-1804,,4,
WinterTerm2024-1805,0,26,0
WinterTerm2024-1806,0,66,0
WinterTerm2024-1807,0,55,0
WinterTerm2024-1808,0,83,0
WinterTerm2024-1809,0,22,0
WinterTerm2024-1810,0,21,0
WinterTerm2024-1811,0,10,0
WinterTerm2024-1410,,,
WinterTerm2024-2214,,,
WinterTerm2024-2215,,3,
WinterTerm2024-1983,,,
WinterTerm2024-1813,0,,
WinterTerm2025-1392,,,
WinterTerm2025-1393,,,
WinterTerm2025-2015,0,,
WinterTerm2025-2016,,1,
WinterTerm2025-2017,0,,
WinterTerm2025-2018,0,,
WinterTerm2025-2019,0,,
WinterTerm2025-2020,0,,
WinterTerm2025-2021,0,,
WinterTerm2025-2022,0,,
WinterTerm2025-2023,0,,
WinterTerm2025-2024,0,,
WinterTerm2025-2025,0,,
WinterTerm2025-2026,0,,
WinterTerm2025-2027,0,,
WinterTerm2025-2028,,,
WinterTerm2025-2029,0,,
WinterTerm2025-2030,0,,
WinterTerm2025-2031,0,,
WinterTerm2025-2032,,,
WinterTerm2025-2033,0,,
WinterTerm2025-2034,0,,
WinterTerm2025-2035,0,,
WinterTerm2025-2036,0,,
WinterTerm2025-2037,0,,
WinterTerm2025-2038,0,,
WinterTerm2025-2039,0,,
WinterTerm2025-1394,,,
WinterTerm2025-1395,,,
SpringTerm2024-3385,,,
SpringTerm2024-3981,,,
SpringTerm2024-3804,,16,
SpringTerm2024-4107,,5,
SpringTerm2024-3967,0,17,0
SpringTerm2024-3805,0,7,0
SpringTerm2024-4120,,17,
SpringTerm2024-3806,0,6,0
SpringTerm2024-4113,0,11,0
SpringTerm2024-3807,0,,
SpringTerm2024-3808,0,,
SpringTerm2024-3809,0,12,0
SpringTerm2024-3810,0,5,0
SpringTerm2024-3811,0,13,0
SpringTerm2024-3813,0,15,0
SpringTerm2024-3814,0,12,0
SpringTerm2024-3815,0,1,0
SpringTerm2024-4378,,4,
SpringTerm2024-4379,,3,
SpringTerm2024-4380,,2,
SpringTerm2024-4381,,2,
SpringTerm2024-4384,,4,
SpringTerm2024-4385,,4,
SpringTerm2024-4386,,2,
SpringTerm2024-4388,,8,
SpringTerm2024-4389,,3,
SpringTerm2024-4390,0,8,0
SpringTerm2024-4391,,5,
SpringTerm2024-4392,,2,
SpringTerm2024-4393,,4,
SpringTerm2024-4394,0,3,0
SpringTerm2024-4395,,2,
SpringTerm2024-4396,,2,
SpringTerm2024-4398,,4,
SpringTerm2024-4399,,3,
SpringTerm2024-4400,,9,
SpringTerm2024-4404,,9,
SpringTerm2024-4406,,2,
SpringTerm2024-4407,,8,
SpringTerm2024-4409,,2,
SpringTerm2024-4416,,5,
SpringTerm2024-4417,,3,
SpringTerm2024-3816,0,,
SpringTerm2024-4382,,8,
SpringTerm2024-4383,,15,
SpringTerm2024-4387,0,2,0
SpringTerm2024-4403,,4,
SpringTerm2024-4408,,7,
SpringTerm2024-3817,,,
SpringTerm2024-4249,,2,
SpringTerm2024-4270,,1,
SpringTerm2024-4271,,1,
SpringTerm2024-4296,,1,
SpringTerm2024-4329,,3,
SpringTerm2024-4343,,1,
SpringTerm2024-4357,,1,
SpringTerm2024-4410,,1,
SpringTerm2024-4413,,,
SpringTerm2024-4414,,2,
SpringTerm2024-4418,,1,
SpringTerm2024-3818,0,46,0
SpringTerm2024-3819,0,29,0
SpringTerm2024-3820,0,40,0
SpringTerm2024-3821,,4,
SpringTerm2024-3822,0,29,0
SpringTerm2024-3823,0,59,0
SpringTerm2024-3824,0,50,0
SpringTerm2024-3825,0,83,0
SpringTerm2024-3826,0,20,0
SpringTerm2024-3827,0,22,0
SpringTerm2024-3828,0,13,0
SpringTerm2024-3386,,,
SpringTerm2024-3982,,,
SpringTerm2024-3830,0,,
SpringTerm2024-4397,,1,
SpringTerm2024-4405,,1,
SpringTerm2025-3394,,,
SpringTerm2025-3395,,,
SpringTerm2025-4001,0,,
SpringTerm2025-4002,,,
SpringTerm2025-4003,0,,
SpringTerm2025-4004,0,,
SpringTerm2025-4005,0,,
SpringTerm2025-4006,0,,
SpringTerm2025-4007,0,,
SpringTerm2025-4008,0,,
SpringTerm2025-4009,0,,
SpringTerm2025-4010,0,,
SpringTerm2025-4011,0,,
SpringTerm2025-4012,0,,
SpringTerm2025-4013,0,,
SpringTerm2025-4014,0,,
SpringTerm2025-4015,,,
SpringTerm2025-4016,0,,
SpringTerm2025-4017,0,,
SpringTerm2025-4018,0,,
SpringTerm2025-4019,,,
SpringTerm2025-4020,0,,
SpringTerm2025-4021,0,,
SpringTerm2025-4022,0,,
SpringTerm2025-4023,0,,
SpringTerm2025-4024,0,,
SpringTerm2025-4025,0,,
SpringTerm2025-4026,0,,
SpringTerm2025-3396,,,
SpringTerm2025-3397,,,
FallTerm2023-5413,,,
FallTerm2023-5414,,,
FallTerm2023-6001,,7,
FallTerm2023-6002,6,7,0
FallTerm2023-6003,,7,
FallTerm2023-6004,10,11,0
FallTerm2023-6005,15,5,0
FallTerm2023-6006,10,10,0
FallTerm2023-6015,,13,
FallTerm2023-6007,12,15,0
FallTerm2023-5415,,,
FallTerm2023-5416,,,
FallTerm2023-5417,,,
FallTerm2023-5418,,,
FallTerm2023-6020,,,
FallTerm2023-6016,,1,
FallTerm2023-6017,,1,
FallTerm2023-5419,,,
FallTerm2023-5420,,,
FallTerm2023-5421,,,
FallTerm2023-5422,,,
FallTerm2023-5423,,,
FallTerm2023-5424,,,
FallTerm2023-5425,,,
FallTerm2023-5426,,,
FallTerm2024-5431,,,
FallTerm2024-5432,,,
FallTerm2024-5979,,6,
FallTerm2024-5980,6,6,0
FallTerm2024-5981,,3,
FallTerm2024-5982,10,10,2
FallTerm2024-5983,15,7,0
FallTerm2024-5984,10,10,0
FallTerm2024-6049,,9,
FallTerm2024-5986,12,12,3
FallTerm2024-5433,,,
FallTerm2024-5434,,,
FallTerm2024-5435,,,
FallTerm2024-5436,,,
FallTerm2024-5977,,,
FallTerm2024-5978,,,
FallTerm2024-5437,,,
FallTerm2024-5438,,,
FallTerm2024-5439,,,
FallTerm2024-5440,,,
FallTerm2024-5441,,,
FallTerm2024-5442,,,
FallTerm2024-5443,,,
FallTerm2024-5444,,,
FallSem2023-7007,,8,
FallSem2023-7008,,8,
FallSem2023-7009,,,
FallSem2024-7069,,,
WinterTerm2024-1411,,,
WinterTerm2024-1412,,,
WinterTerm2024-2299,,5,
WinterTerm2024-2015,,6,
WinterTerm2024-2016,,,
WinterTerm2024-2017,,15,
WinterTerm2024-2018,10,10,0
WinterTerm2024-2019,15,5,0
WinterTerm2024-2020,6,8,0
WinterTerm2024-2021,,6,
WinterTerm2024-2022,,13,
WinterTerm2024-2023,12,14,0
WinterTerm2024-1413,,,
WinterTerm2024-1414,,,
WinterTerm2024-1415,,,
WinterTerm2024-1416,,,
WinterTerm2024-2024,,11,
WinterTerm2024-2025,,10,0
WinterTerm2024-2041,,,
WinterTerm2024-2037,,,
WinterTerm2024-2038,,,
WinterTerm2024-1417,,,
WinterTerm2024-1418,,,
WinterTerm2024-1419,,,
WinterTerm2024-1420,,,
WinterTerm2024-1421,,,
WinterTerm2024-1422,,,
WinterTerm2024-1423,,,
WinterTerm2024-1424,,,
WinterTerm2025-1396,,,
WinterTerm2025-1397,,,
WinterTerm2025-1984,,2,
WinterTerm2025-1985,,,
WinterTerm2025-1986,,7,
WinterTerm2025-2115,,1,
WinterTerm2025-1987,10,10,2
WinterTerm2025-1988,15,7,0
WinterTerm2025-1989,6,3,0
WinterTerm2025-1990,,6,
WinterTerm2025-1991,,9,
WinterTerm2025-1992,12,12,2
WinterTerm2025-1398,,,
WinterTerm2025-1399,,,
WinterTerm2025-1400,,,
WinterTerm2025-1401,,,
WinterTerm2025-1993,,7,
WinterTerm2025-1994,,13,0
WinterTerm2025-1996,,,
WinterTerm2025-1997,,1,
WinterTerm2025-1998,,,
WinterTerm2025-1402,,,
WinterTerm2025-1403,,,
WinterTerm2025-1404,,,
WinterTerm2025-1405,,,
WinterTerm2025-1406,,,
WinterTerm2025-1407,,,
WinterTerm2025-1408,,,
WinterTerm2025-1409,,,
SpringSem2024-8004,,2,
SpringSem2024-8005,,2,
SpringSem2024-8006,,,
SpringSem2025-8047,,,
SpringTerm2024-3387,,,
SpringTerm2024-3388,,,
SpringTerm2024-4021,,19,
SpringTerm2024-4022,10,8,0
SpringTerm2024-4023,,,
SpringTerm2024-4024,,1,
SpringTerm2024-4025,,,
SpringTerm2024-4147,,8,
SpringTerm2024-4026,,2,
SpringTerm2024-4027,18,10,0
SpringTerm2024-4028,15,7,0
SpringTerm2024-4029,10,10,0
SpringTerm2024-4030,12,8,0
SpringTerm2024-4031,12,15,0
SpringTerm2024-3389,,,
SpringTerm2024-3390,,,
SpringTerm2024-3391,,,
SpringTerm2024-3392,,,
SpringTerm2024-4032,,9,
SpringTerm2024-4033,,3,
SpringTerm2024-4034,,2,
SpringTerm2024-4055,,,
SpringTerm2024-4053,,,
SpringTerm2024-4054,,,
SpringTerm2024-3393,,,
SpringTerm2024-3394,,,
SpringTerm2024-3395,,,
SpringTerm2024-3396,,,
SpringTerm2024-3397,,,
SpringTerm2024-3398,,,
SpringTerm2024-3399,,,
SpringTerm2024-3400,,,
SpringTerm2025-3398,,,
SpringTerm2025-3399,,,
SpringTerm2025-3970,,4,
SpringTerm2025-3971,10,6,0
SpringTerm2025-3972,,,
SpringTerm2025-3973,,,
SpringTerm2025-3974,,,
SpringTerm2025-3975,,,
SpringTerm2025-3976,18,11,0
SpringTerm2025-3977,15,11,0
SpringTerm2025-3978,10,10,0
SpringTerm2025-3979,12,3,0
SpringTerm2025-3980,12,12,4
SpringTerm2025-3400,,,
SpringTerm2025-3401,,,
SpringTerm2025-3402,,,
SpringTerm2025-3403,,,
SpringTerm2025-3981,,4,
SpringTerm2025-3982,,2,
SpringTerm2025-3984,,,
SpringTerm2025-3985,,,
SpringTerm2025-3986,,,
SpringTerm2025-3404,,,
SpringTerm2025-3405,,,
SpringTerm2025-3406,,,
SpringTerm2025-3407,,,
SpringTerm2025-3408,,,
SpringTerm2025-3409,,,
SpringTerm2025-3410,,,
SpringTerm2025-3411,,,
FallTerm2023-6086,,4,
FallTerm2023-5901,9,8,0
FallTerm2023-5948,10,12,0
FallTerm2023-5963,,9,
FallTerm2023-5427,,,
FallTerm2023-5428,,,
FallTerm2023-5902,,6,
FallTerm2023-5903,,10,
FallTerm2023-5904,,14,
FallTerm2023-5905,,10,
FallTerm2023-6137,,1,
FallTerm2023-5906,,3,
FallTerm2023-5907,,21,
FallTerm2023-5908,,15,
FallTerm2023-5909,,14,
FallTerm2023-5910,,16,
FallTerm2023-5912,,15,
FallTerm2023-5913,,13,
FallTerm2023-5914,,9,
FallTerm2023-5915,,13,
FallTerm2023-5916,,3,
FallTerm2023-5917,,8,
FallTerm2023-5918,,10,
FallTerm2023-5919,,11,
FallTerm2023-5920,,7,
FallTerm2023-5921,,4,
FallTerm2023-5922,,17,
FallTerm2023-5923,,10,
FallTerm2023-5924,,16,
FallTerm2023-5925,,,
FallTerm2023-5926,,12,
FallTerm2023-5927,,7,
FallTerm2023-5928,,12,
FallTerm2023-5929,,10,
FallTerm2023-5930,,,
FallTerm2023-5931,,15,
FallTerm2023-5932,,2,
FallTerm2023-5933,,6,
FallTerm2023-5934,,,
FallTerm2023-5935,,10,
FallTerm2023-5936,,1,
FallTerm2023-6116,,3,
FallTerm2023-5937,,13,
FallTerm2023-5938,,4,
FallTerm2023-5939,,2,
FallTerm2023-5940,,,
FallTerm2023-5941,,3,
FallTerm2023-5942,,8,
FallTerm2023-5943,,,
FallTerm2023-5944,,1,
FallTerm2023-5945,,5,
FallTerm2023-5947,,8,
FallTerm2023-5946,,3,
FallTerm2023-6085,,4,
FallTerm2023-5429,,,
FallTerm2023-5430,,,
FallTerm2023-5431,,,
FallTerm2023-5432,,,
FallTerm2023-5433,,,
FallTerm2023-5434,,,
FallTerm2023-5435,,,
FallTerm2023-5436,,,
FallTerm2023-5437,,,
FallTerm2024-5677,,3,
FallTerm2024-5625,9,4,0
FallTerm2024-5672,10,4,0
FallTerm2024-5673,,4,
FallTerm2024-5445,,,
FallTerm2024-5446,,,
FallTerm2024-5626,,5,
FallTerm2024-5627,,7,
FallTerm2024-5628,,4,
FallTerm2024-5629,,3,
FallTerm2024-6029,,1,
FallTerm2024-5630,,,
FallTerm2024-5631,,7,
FallTerm2024-5632,,,
FallTerm2024-5633,,6,
FallTerm2024-5634,,5,
FallTerm2024-5635,,,
FallTerm2024-5637,,3,
FallTerm2024-5638,,,
FallTerm2024-6036,,,
FallTerm2024-5640,,,
FallTerm2024-6035,,,
FallTerm2024-5642,,,
FallTerm2024-5643,,3,
FallTerm2024-6037,,1,
FallTerm2024-5645,,,
FallTerm2024-6038,,11,
FallTerm2024-5647,,,
FallTerm2024-5648,,1,
FallTerm2024-5649,,1,
FallTerm2024-6039,,5,
FallTerm2024-5651,,2,
FallTerm2024-5652,,3,
FallTerm2024-6040,,,
FallTerm2024-5655,,6,
FallTerm2024-6041,,,
FallTerm2024-6042,,,
FallTerm2024-5658,,,
FallTerm2024-5659,,1,
FallTerm2024-5660,,,
FallTerm2024-5674,,,
FallTerm2024-5661,,1,
FallTerm2024-6043,,4,
FallTerm2024-6044,,3,
FallTerm2024-6045,,,
FallTerm2024-6046,,,
FallTerm2024-6047,,,
FallTerm2024-6048,,3,
FallTerm2024-5670,,,
FallTerm2024-5675,,,
FallTerm2024-5447,,,
FallTerm2024-5448,,,
FallTerm2024-5449,,,
FallTerm2024-5450,,,
FallTerm2024-5451,,,
FallTerm2024-5452,,,
FallTerm2024-5453,,,
FallTerm2024-5454,,,
FallTerm2024-5455,,,
WinterTerm2024-2090,,4,
WinterTerm2024-1921,9,7,0
WinterTerm2024-1966,10,10,0
WinterTerm2024-1980,,9,
WinterTerm2024-1425,,,
WinterTerm2024-1426,,,
WinterTerm2024-1922,,9,
WinterTerm2024-1919,,12,
WinterTerm2024-1920,,13,
WinterTerm2024-1923,,10,
WinterTerm2024-2118,,1,
WinterTerm2024-1924,,3,
WinterTerm2024-1925,,15,
WinterTerm2024-1926,,14,
WinterTerm2024-1927,,16,
WinterTerm2024-1929,,15,
WinterTerm2024-1930,,20,
WinterTerm2024-1931,,15,
WinterTerm2024-1932,,9,
WinterTerm2024-1933,,12,
WinterTerm2024-1934,,3,
WinterTerm2024-1935,,12,
WinterTerm2024-1936,,12,
WinterTerm2024-1937,,7,
WinterTerm2024-1938,,11,
WinterTerm2024-1939,,6,
WinterTerm2024-1940,,17,
WinterTerm2024-1941,,8,
WinterTerm2024-1942,,16,
WinterTerm2024-1943,,14,
WinterTerm2024-1944,,,
WinterTerm2024-1945,,9,
WinterTerm2024-1946,,12,
WinterTerm2024-1947,,8,
WinterTerm2024-1948,,,
WinterTerm2024-1949,,17,
WinterTerm2024-1950,,3,
WinterTerm2024-1951,,4,
WinterTerm2024-1952,,,
WinterTerm2024-1953,,10,
WinterTerm2024-1954,,2,
WinterTerm2024-2113,,2,
WinterTerm2024-1955,,7,
WinterTerm2024-1957,,1,
WinterTerm2024-1958,,2,
WinterTerm2024-1959,,10,
WinterTerm2024-1960,,3,
WinterTerm2024-1961,,,
WinterTerm2024-1962,,1,
WinterTerm2024-1963,,6,
WinterTerm2024-1964,,10,
WinterTerm2024-2335,,6,
WinterTerm2024-1965,,4,
WinterTerm2024-1785,,1,
WinterTerm2024-1427,,,
WinterTerm2024-1428,,,
WinterTerm2024-1429,,,
WinterTerm2024-1430,,,
WinterTerm2024-1431,,,
WinterTerm2024-1432,,,
WinterTerm2024-1433,,,
WinterTerm2024-1434,,,
WinterTerm2024-1435,,,
WinterTerm2025-1646,,3,
WinterTerm2025-1597,9,3,0
WinterTerm2025-1641,10,5,0
WinterTerm2025-1642,,1,
WinterTerm2025-1410,,,
WinterTerm2025-1411,,,
WinterTerm2025-1598,,3,
WinterTerm2025-1595,,6,
WinterTerm2025-1596,,5,
WinterTerm2025-1599,,3,
WinterTerm2025-2043,,1,
WinterTerm2025-1600,,,
WinterTerm2025-1594,,,
WinterTerm2025-2044,,,
WinterTerm2025-2046,,5,
WinterTerm2025-2047,,5,
WinterTerm2025-1607,,3,
WinterTerm2025-2048,,,
WinterTerm2025-2050,,,
WinterTerm2025-1609,,,
WinterTerm2025-1610,,,
WinterTerm2025-2049,,,
WinterTerm2025-1612,,,
WinterTerm2025-1614,,,
