CRN,Term,Time,"Times 2nd (lab, etc)",Instructors,Course Link,meeting_details
3869,3 (Spring 2025),12:40 PM-02:25 PM T,,K. Bussone,term_in=202530&crn_in=3869&subj_code_in=BUEN&crse_numb_in=396,12:40 PM-02:25 PM T        
3868,3 (Spring 2025),12:40 PM-02:25 PM R,,M. Clayville,term_in=202530&crn_in=3868&subj_code_in=BUEN&crse_numb_in=600,12:40 PM-02:25 PM R       BRIG 217
5987,1 (Fall 2023),09:50 AM-11:00 AM MWF,08:30 AM-11:30 AM R,G. Sazama,term_in=202350&crn_in=5987&subj_code_in=CHEM&crse_numb_in=112,"09:50 AM-11:00 AM MWF     STEI 127
08:30 AM-11:30 AM R       STEI 122"
5582,1 (Fall 2023),03:10 PM-04:20 PM WF,,A. Fleshman,term_in=202350&crn_in=5582&subj_code_in=CHEM&crse_numb_in=113,03:10 PM-04:20 PM WF      STEI 127
5593,1 (Fall 2023),01:50 PM-03:00 PM MWF,"08:30 AM-11:30 AM R
01:00 PM-04:00 PM R","M. Gesinski
M. Clement",term_in=202350&crn_in=5593&subj_code_in=CHEM&crse_numb_in=115,"01:50 PM-03:00 PM MWF     YOUN 041
08:30 AM-11:30 AM R       STEI 116
01:00 PM-04:00 PM R       STEI 116"
5596,1 (Fall 2023),09:50 AM-11:00 AM MWF,"08:30 AM-11:30 AM T
01:00 PM-04:00 PM T","S. Debbert
T. Quincy",term_in=202350&crn_in=5596&subj_code_in=CHEM&crse_numb_in=116,"09:50 AM-11:00 AM MWF     YOUN 121
08:30 AM-11:30 AM T       STEI 116
01:00 PM-04:00 PM T       STEI 116"
5105,1 (Fall 2023),,,Staff,term_in=202350&crn_in=5105&subj_code_in=CHEM&crse_numb_in=191,Arranged
5106,1 (Fall 2023),,,Staff,term_in=202350&crn_in=5106&subj_code_in=CHEM&crse_numb_in=195,Arranged
5591,1 (Fall 2023),01:50 PM-03:00 PM MWF,,D. Donohoue,term_in=202350&crn_in=5591&subj_code_in=CHEM&crse_numb_in=212,01:50 PM-03:00 PM MWF     YOUN 215
5583,1 (Fall 2023),11:10 AM-12:20 PM MWF,"08:30 AM-11:30 AM T
01:00 PM-04:00 PM T",K. Culhane,term_in=202350&crn_in=5583&subj_code_in=CHEM&crse_numb_in=340,"11:10 AM-12:20 PM MWF     YOUN 121
08:30 AM-11:30 AM T       STEI 216
01:00 PM-04:00 PM T       STEI 216"
5590,1 (Fall 2023),03:10 PM-04:20 PM W,,T. Quincy,term_in=202350&crn_in=5590&subj_code_in=CHEM&crse_numb_in=380,03:10 PM-04:20 PM W       STEI 202
5107,1 (Fall 2023),,,Staff,term_in=202350&crn_in=5107&subj_code_in=CHEM&crse_numb_in=390,Arranged
5108,1 (Fall 2023),,,Staff,term_in=202350&crn_in=5108&subj_code_in=CHEM&crse_numb_in=391,Arranged
5109,1 (Fall 2023),,,Staff,term_in=202350&crn_in=5109&subj_code_in=CHEM&crse_numb_in=395,Arranged
5110,1 (Fall 2023),,,Staff,term_in=202350&crn_in=5110&subj_code_in=CHEM&crse_numb_in=399,Arranged
5712,1 (Fall 2023),09:50 AM-11:00 AM MWF,,M. Gesinski,term_in=202350&crn_in=5712&subj_code_in=CHEM&crse_numb_in=450,09:50 AM-11:00 AM MWF     YOUN 231
5589,1 (Fall 2023),01:00 PM-04:00 PM TR,,A. Fleshman,term_in=202350&crn_in=5589&subj_code_in=CHEM&crse_numb_in=485,01:00 PM-04:00 PM TR      STEI 130
5111,1 (Fall 2023),,,Staff,term_in=202350&crn_in=5111&subj_code_in=CHEM&crse_numb_in=590,Arranged
5112,1 (Fall 2023),,,Staff,term_in=202350&crn_in=5112&subj_code_in=CHEM&crse_numb_in=591,Arranged
5113,1 (Fall 2023),,,Staff,term_in=202350&crn_in=5113&subj_code_in=CHEM&crse_numb_in=595,Arranged
5114,1 (Fall 2023),,,Staff,term_in=202350&crn_in=5114&subj_code_in=CHEM&crse_numb_in=599,Arranged
5115,1 (Fall 2023),,,Staff,term_in=202350&crn_in=5115&subj_code_in=CHEM&crse_numb_in=690,Arranged
5116,1 (Fall 2023),,,Staff,term_in=202350&crn_in=5116&subj_code_in=CHEM&crse_numb_in=691,Arranged
5117,1 (Fall 2023),,,Staff,term_in=202350&crn_in=5117&subj_code_in=CHEM&crse_numb_in=695,Arranged
5118,1 (Fall 2023),,,Staff,term_in=202350&crn_in=5118&subj_code_in=CHEM&crse_numb_in=699,Arranged
5772,1 (Fall 2024),03:10 PM-04:20 PM MW,,A. Fleshman,term_in=202450&crn_in=5772&subj_code_in=CHEM&crse_numb_in=113,03:10 PM-04:20 PM MW      STEI 230
5774,1 (Fall 2024),09:50 AM-11:00 AM MWF,08:30 AM-11:30 AM R,"G. Sazama
M. Clement",term_in=202450&crn_in=5774&subj_code_in=CHEM&crse_numb_in=115,"09:50 AM-11:00 AM MWF     YOUN 121
08:30 AM-11:30 AM R       STEI 116"
5775,1 (Fall 2024),09:50 AM-11:00 AM MWF,01:00 PM-04:00 PM R,"G. Sazama
M. Clement",term_in=202450&crn_in=5775&subj_code_in=CHEM&crse_numb_in=115,"09:50 AM-11:00 AM MWF     YOUN 121
01:00 PM-04:00 PM R       STEI 116"
5777,1 (Fall 2024),09:50 AM-11:00 AM MWF,08:30 AM-11:30 AM T,T. Quincy,term_in=202450&crn_in=5777&subj_code_in=CHEM&crse_numb_in=116,"09:50 AM-11:00 AM MWF      
08:30 AM-11:30 AM T       STEI 116"
5778,1 (Fall 2024),09:50 AM-11:00 AM MWF,01:00 PM-04:00 PM T,T. Quincy,term_in=202450&crn_in=5778&subj_code_in=CHEM&crse_numb_in=116,"09:50 AM-11:00 AM MWF      
01:00 PM-04:00 PM T       STEI 116"
5105,1 (Fall 2024),,,Staff,term_in=202450&crn_in=5105&subj_code_in=CHEM&crse_numb_in=191,Arranged
5106,1 (Fall 2024),,,Staff,term_in=202450&crn_in=5106&subj_code_in=CHEM&crse_numb_in=195,Arranged
5779,1 (Fall 2024),01:50 PM-03:00 PM MWF,12:30 PM-04:30 PM T,M. Gesinski,term_in=202450&crn_in=5779&subj_code_in=CHEM&crse_numb_in=252,"01:50 PM-03:00 PM MWF     YOUN 041
12:30 PM-04:30 PM T       STEI 222"
5781,1 (Fall 2024),11:10 AM-12:20 PM MWF,08:30 AM-11:30 AM T,K. Culhane,term_in=202450&crn_in=5781&subj_code_in=CHEM&crse_numb_in=340,"11:10 AM-12:20 PM MWF     YOUN 121
08:30 AM-11:30 AM T       STEI 216"
5782,1 (Fall 2024),11:10 AM-12:20 PM MWF,08:30 AM-11:30 AM R,K. Culhane,term_in=202450&crn_in=5782&subj_code_in=CHEM&crse_numb_in=340,"11:10 AM-12:20 PM MWF     YOUN 121
08:30 AM-11:30 AM R       STEI 216"
5786,1 (Fall 2024),03:10 PM-04:20 PM W,,M. Gesinski,term_in=202450&crn_in=5786&subj_code_in=CHEM&crse_numb_in=380,03:10 PM-04:20 PM W       YOUN 041
5107,1 (Fall 2024),,,Staff,term_in=202450&crn_in=5107&subj_code_in=CHEM&crse_numb_in=390,Arranged
5108,1 (Fall 2024),,,Staff,term_in=202450&crn_in=5108&subj_code_in=CHEM&crse_numb_in=391,Arranged
5109,1 (Fall 2024),,,Staff,term_in=202450&crn_in=5109&subj_code_in=CHEM&crse_numb_in=395,Arranged
5110,1 (Fall 2024),,,Staff,term_in=202450&crn_in=5110&subj_code_in=CHEM&crse_numb_in=399,Arranged
5787,1 (Fall 2024),01:00 PM-04:00 PM TR,,A. Fleshman,term_in=202450&crn_in=5787&subj_code_in=CHEM&crse_numb_in=485,01:00 PM-04:00 PM TR      STEI 127
5111,1 (Fall 2024),,,Staff,term_in=202450&crn_in=5111&subj_code_in=CHEM&crse_numb_in=590,Arranged
5112,1 (Fall 2024),,,Staff,term_in=202450&crn_in=5112&subj_code_in=CHEM&crse_numb_in=591,Arranged
5113,1 (Fall 2024),,,Staff,term_in=202450&crn_in=5113&subj_code_in=CHEM&crse_numb_in=595,Arranged
5114,1 (Fall 2024),,,Staff,term_in=202450&crn_in=5114&subj_code_in=CHEM&crse_numb_in=690,Arranged
5115,1 (Fall 2024),,,Staff,term_in=202450&crn_in=5115&subj_code_in=CHEM&crse_numb_in=691,Arranged
5116,1 (Fall 2024),,,Staff,term_in=202450&crn_in=5116&subj_code_in=CHEM&crse_numb_in=695,Arranged
5117,1 (Fall 2024),,,Staff,term_in=202450&crn_in=5117&subj_code_in=CHEM&crse_numb_in=699,Arranged
1580,2 (Winter 2024),03:10 PM-04:20 PM WF,,D. Donohoue,term_in=202420&crn_in=1580&subj_code_in=CHEM&crse_numb_in=113,03:10 PM-04:20 PM WF      STEI 127
1581,2 (Winter 2024),08:30 AM-09:40 AM MWF,"08:30 AM-11:30 AM R
01:00 PM-04:00 PM R","G. Sazama
M. Clement",term_in=202420&crn_in=1581&subj_code_in=CHEM&crse_numb_in=115,"08:30 AM-09:40 AM MWF     YOUN 121
08:30 AM-11:30 AM R       STEI 116
01:00 PM-04:00 PM R       STEI 116"
1584,2 (Winter 2024),09:50 AM-11:00 AM MWF,"08:30 AM-11:30 AM T
01:00 PM-04:00 PM T","A. Fleshman
M. Clement",term_in=202420&crn_in=1584&subj_code_in=CHEM&crse_numb_in=116,"09:50 AM-11:00 AM MWF     YOUN 121
08:30 AM-11:30 AM T       STEI 116
01:00 PM-04:00 PM T       STEI 116"
2064,2 (Winter 2024),09:50 AM-11:00 AM MWF,08:30 AM-11:30 AM T,S. Debbert,term_in=202420&crn_in=2064&subj_code_in=CHEM&crse_numb_in=158,"09:50 AM-11:00 AM MWF     YOUN 041
08:30 AM-11:30 AM T       STEI 122"
1103,2 (Winter 2024),,,Staff,term_in=202420&crn_in=1103&subj_code_in=CHEM&crse_numb_in=191,Arranged
1104,2 (Winter 2024),,,Staff,term_in=202420&crn_in=1104&subj_code_in=CHEM&crse_numb_in=195,Arranged
1614,2 (Winter 2024),01:50 PM-03:00 PM MWF,"08:00 AM-12:00 PM R
12:30 PM-04:30 PM R","S. Debbert
M. Gesinski",term_in=202420&crn_in=1614&subj_code_in=CHEM&crse_numb_in=250,"01:50 PM-03:00 PM MWF     STEI 202
08:00 AM-12:00 PM R       STEI 222
12:30 PM-04:30 PM R       STEI 222"
1617,2 (Winter 2024),11:10 AM-12:20 PM MWF,08:30 AM-11:30 AM T,G. Sazama,term_in=202420&crn_in=1617&subj_code_in=CHEM&crse_numb_in=320,"11:10 AM-12:20 PM MWF     MAIN 401
08:30 AM-11:30 AM T       STEI 222"
1587,2 (Winter 2024),01:50 PM-03:00 PM MWF,,A. Fleshman,term_in=202420&crn_in=1587&subj_code_in=CHEM&crse_numb_in=370,01:50 PM-03:00 PM MWF     STEI 127
1105,2 (Winter 2024),,,Staff,term_in=202420&crn_in=1105&subj_code_in=CHEM&crse_numb_in=390,Arranged
1106,2 (Winter 2024),,,Staff,term_in=202420&crn_in=1106&subj_code_in=CHEM&crse_numb_in=391,Arranged
1107,2 (Winter 2024),,,Staff,term_in=202420&crn_in=1107&subj_code_in=CHEM&crse_numb_in=395,Arranged
1108,2 (Winter 2024),,,Staff,term_in=202420&crn_in=1108&subj_code_in=CHEM&crse_numb_in=399,Arranged
1588,2 (Winter 2024),01:00 PM-04:00 PM TR,,D. Donohoue,term_in=202420&crn_in=1588&subj_code_in=CHEM&crse_numb_in=410,01:00 PM-04:00 PM TR      STEI 127
1618,2 (Winter 2024),01:50 PM-03:00 PM MWF,,K. Culhane,term_in=202420&crn_in=1618&subj_code_in=CHEM&crse_numb_in=440,01:50 PM-03:00 PM MWF     YOUN 041
1589,2 (Winter 2024),03:10 PM-04:20 PM W,,T. Quincy,term_in=202420&crn_in=1589&subj_code_in=CHEM&crse_numb_in=480,03:10 PM-04:20 PM W       YOUN 041
1109,2 (Winter 2024),,,Staff,term_in=202420&crn_in=1109&subj_code_in=CHEM&crse_numb_in=590,Arranged
1110,2 (Winter 2024),,,Staff,term_in=202420&crn_in=1110&subj_code_in=CHEM&crse_numb_in=591,Arranged
1111,2 (Winter 2024),,,Staff,term_in=202420&crn_in=1111&subj_code_in=CHEM&crse_numb_in=595,Arranged
1112,2 (Winter 2024),,,Staff,term_in=202420&crn_in=1112&subj_code_in=CHEM&crse_numb_in=599,Arranged
1113,2 (Winter 2024),,,Staff,term_in=202420&crn_in=1113&subj_code_in=CHEM&crse_numb_in=690,Arranged
1114,2 (Winter 2024),,,Staff,term_in=202420&crn_in=1114&subj_code_in=CHEM&crse_numb_in=691,Arranged
1115,2 (Winter 2024),,,Staff,term_in=202420&crn_in=1115&subj_code_in=CHEM&crse_numb_in=695,Arranged
1116,2 (Winter 2024),,,Staff,term_in=202420&crn_in=1116&subj_code_in=CHEM&crse_numb_in=699,Arranged
1727,2 (Winter 2025),11:10 AM-12:20 PM MWF,08:30 AM-11:30 AM T,A. Fleshman,term_in=202520&crn_in=1727&subj_code_in=CHEM&crse_numb_in=108,"11:10 AM-12:20 PM MWF     YOUN 041
08:30 AM-11:30 AM T       STEI 216"
1728,2 (Winter 2025),11:10 AM-12:20 PM MWF,01:00 PM-04:00 PM T,A. Fleshman,term_in=202520&crn_in=1728&subj_code_in=CHEM&crse_numb_in=108,"11:10 AM-12:20 PM MWF     YOUN 041
01:00 PM-04:00 PM T       STEI 216"
1729,2 (Winter 2025),03:10 PM-04:20 PM WF,,G. Sazama,term_in=202520&crn_in=1729&subj_code_in=CHEM&crse_numb_in=113,03:10 PM-04:20 PM WF      STEI 127
1731,2 (Winter 2025),09:50 AM-11:00 AM MWF,08:30 AM-11:30 AM R,"M. Gesinski
M. Clement",term_in=202520&crn_in=1731&subj_code_in=CHEM&crse_numb_in=115,"09:50 AM-11:00 AM MWF     YOUN 041
08:30 AM-11:30 AM R       STEI 116"
1732,2 (Winter 2025),09:50 AM-11:00 AM MWF,01:00 PM-04:00 PM R,"M. Gesinski
M. Clement",term_in=202520&crn_in=1732&subj_code_in=CHEM&crse_numb_in=115,"09:50 AM-11:00 AM MWF     YOUN 041
01:00 PM-04:00 PM R       STEI 116"
1745,2 (Winter 2025),08:30 AM-09:40 AM MWF,08:30 AM-11:30 AM T,K. Culhane,term_in=202520&crn_in=1745&subj_code_in=CHEM&crse_numb_in=116,"08:30 AM-09:40 AM MWF     YOUN 121
08:30 AM-11:30 AM T       STEI 116"
1746,2 (Winter 2025),08:30 AM-09:40 AM MWF,01:00 PM-04:00 PM T,K. Culhane,term_in=202520&crn_in=1746&subj_code_in=CHEM&crse_numb_in=116,"08:30 AM-09:40 AM MWF     YOUN 121
01:00 PM-04:00 PM T       STEI 116"
1069,2 (Winter 2025),,,Staff,term_in=202520&crn_in=1069&subj_code_in=CHEM&crse_numb_in=191,Arranged
1070,2 (Winter 2025),,,Staff,term_in=202520&crn_in=1070&subj_code_in=CHEM&crse_numb_in=195,Arranged
1734,2 (Winter 2025),01:50 PM-03:00 PM MWF,08:00 AM-12:00 PM T,S. Debbert,term_in=202520&crn_in=1734&subj_code_in=CHEM&crse_numb_in=250,"01:50 PM-03:00 PM MWF     STEI 202
08:00 AM-12:00 PM T       STEI 222"
1735,2 (Winter 2025),01:50 PM-03:00 PM MWF,12:30 PM-04:30 PM T,S. Debbert,term_in=202520&crn_in=1735&subj_code_in=CHEM&crse_numb_in=250,"01:50 PM-03:00 PM MWF     STEI 202
12:30 PM-04:30 PM T       STEI 222"
1737,2 (Winter 2025),09:50 AM-11:00 AM MWF,08:30 AM-11:30 AM T,G. Sazama,term_in=202520&crn_in=1737&subj_code_in=CHEM&crse_numb_in=320,"09:50 AM-11:00 AM MWF      
08:30 AM-11:30 AM T        "
1738,2 (Winter 2025),09:50 AM-11:00 AM MWF,01:00 PM-04:00 PM T,G. Sazama,term_in=202520&crn_in=1738&subj_code_in=CHEM&crse_numb_in=320,"09:50 AM-11:00 AM MWF      
01:00 PM-04:00 PM T        "
1739,2 (Winter 2025),01:50 PM-03:00 PM MWF,01:00 PM-04:00 PM T,K. Dickson,term_in=202520&crn_in=1739&subj_code_in=CHEM&crse_numb_in=340,"01:50 PM-03:00 PM MWF     YOUN 041
01:00 PM-04:00 PM T       STEI 316"
1741,2 (Winter 2025),01:50 PM-03:00 PM MWF,,T. Quincy,term_in=202520&crn_in=1741&subj_code_in=CHEM&crse_numb_in=370,01:50 PM-03:00 PM MWF     STEI 127
1071,2 (Winter 2025),,,Staff,term_in=202520&crn_in=1071&subj_code_in=CHEM&crse_numb_in=390,Arranged
1072,2 (Winter 2025),,,Staff,term_in=202520&crn_in=1072&subj_code_in=CHEM&crse_numb_in=391,Arranged
1073,2 (Winter 2025),,,Staff,term_in=202520&crn_in=1073&subj_code_in=CHEM&crse_numb_in=395,Arranged
1074,2 (Winter 2025),,,Staff,term_in=202520&crn_in=1074&subj_code_in=CHEM&crse_numb_in=399,Arranged
1742,2 (Winter 2025),01:00 PM-04:00 PM TR,,D. Donohoue,term_in=202520&crn_in=1742&subj_code_in=CHEM&crse_numb_in=410,01:00 PM-04:00 PM TR      STEI 127
1743,2 (Winter 2025),11:10 AM-12:20 PM MWF,,M. Gesinski,term_in=202520&crn_in=1743&subj_code_in=CHEM&crse_numb_in=425,11:10 AM-12:20 PM MWF     YOUN 213
2124,2 (Winter 2025),03:10 PM-04:20 PM WF,,T. Quincy,term_in=202520&crn_in=2124&subj_code_in=CHEM&crse_numb_in=480,03:10 PM-04:20 PM WF       
1075,2 (Winter 2025),,,Staff,term_in=202520&crn_in=1075&subj_code_in=CHEM&crse_numb_in=590,Arranged
1076,2 (Winter 2025),,,Staff,term_in=202520&crn_in=1076&subj_code_in=CHEM&crse_numb_in=591,Arranged
1077,2 (Winter 2025),,,Staff,term_in=202520&crn_in=1077&subj_code_in=CHEM&crse_numb_in=595,Arranged
1078,2 (Winter 2025),,,Staff,term_in=202520&crn_in=1078&subj_code_in=CHEM&crse_numb_in=599,Arranged
1079,2 (Winter 2025),,,Staff,term_in=202520&crn_in=1079&subj_code_in=CHEM&crse_numb_in=690,Arranged
1080,2 (Winter 2025),,,Staff,term_in=202520&crn_in=1080&subj_code_in=CHEM&crse_numb_in=691,Arranged
1081,2 (Winter 2025),,,Staff,term_in=202520&crn_in=1081&subj_code_in=CHEM&crse_numb_in=695,Arranged
1082,2 (Winter 2025),,,Staff,term_in=202520&crn_in=1082&subj_code_in=CHEM&crse_numb_in=699,Arranged
3623,3 (Spring 2024),11:10 AM-12:20 PM MWF,08:30 AM-11:30 AM R,"G. Sazama
M. Clement",term_in=202430&crn_in=3623&subj_code_in=CHEM&crse_numb_in=115,"11:10 AM-12:20 PM MWF     YOUN 121
08:30 AM-11:30 AM R       STEI 116"
3624,3 (Spring 2024),11:10 AM-12:20 PM MWF,01:00 PM-04:00 PM R,"G. Sazama
M. Clement",term_in=202430&crn_in=3624&subj_code_in=CHEM&crse_numb_in=115,"11:10 AM-12:20 PM MWF     YOUN 121
01:00 PM-04:00 PM R       STEI 116"
3620,3 (Spring 2024),09:50 AM-11:00 AM MWF,08:30 AM-11:30 AM T,"T. Quincy
A. Fleshman",term_in=202430&crn_in=3620&subj_code_in=CHEM&crse_numb_in=116,"09:50 AM-11:00 AM MWF     YOUN 121
08:30 AM-11:30 AM T       STEI 116"
3621,3 (Spring 2024),09:50 AM-11:00 AM MWF,01:00 PM-04:00 PM T,"T. Quincy
A. Fleshman",term_in=202430&crn_in=3621&subj_code_in=CHEM&crse_numb_in=116,"09:50 AM-11:00 AM MWF     YOUN 121
01:00 PM-04:00 PM T       STEI 116"
3079,3 (Spring 2024),,,Staff,term_in=202430&crn_in=3079&subj_code_in=CHEM&crse_numb_in=191,Arranged
3080,3 (Spring 2024),,,Staff,term_in=202430&crn_in=3080&subj_code_in=CHEM&crse_numb_in=195,Arranged
3561,3 (Spring 2024),09:50 AM-11:00 AM MWF,08:30 AM-11:30 AM R,D. Donohoue,term_in=202430&crn_in=3561&subj_code_in=CHEM&crse_numb_in=210,"09:50 AM-11:00 AM MWF     YOUN 041
08:30 AM-11:30 AM R       STEI 122"
3562,3 (Spring 2024),09:50 AM-11:00 AM MWF,01:00 PM-04:00 PM R,D. Donohoue,term_in=202430&crn_in=3562&subj_code_in=CHEM&crse_numb_in=210,"09:50 AM-11:00 AM MWF     YOUN 041
01:00 PM-04:00 PM R       STEI 122"
3566,3 (Spring 2024),08:00 AM-12:00 PM T,,D. Donohoue,term_in=202430&crn_in=3566&subj_code_in=CHEM&crse_numb_in=211,08:00 AM-12:00 PM T       STEI 122
3567,3 (Spring 2024),12:30 PM-04:30 PM T,,D. Donohoue,term_in=202430&crn_in=3567&subj_code_in=CHEM&crse_numb_in=211,12:30 PM-04:30 PM T       STEI 122
3603,3 (Spring 2024),11:10 AM-12:20 PM MWF,08:00 AM-12:00 PM R,M. Gesinski,term_in=202430&crn_in=3603&subj_code_in=CHEM&crse_numb_in=250,"11:10 AM-12:20 PM MWF     STEI 202
08:00 AM-12:00 PM R       STEI 222"
3604,3 (Spring 2024),11:10 AM-12:20 PM MWF,12:30 PM-04:30 PM R,M. Gesinski,term_in=202430&crn_in=3604&subj_code_in=CHEM&crse_numb_in=250,"11:10 AM-12:20 PM MWF     STEI 202
12:30 PM-04:30 PM R       STEI 222"
3606,3 (Spring 2024),01:50 PM-03:00 PM MWF,08:00 AM-12:00 PM T,S. Debbert,term_in=202430&crn_in=3606&subj_code_in=CHEM&crse_numb_in=252,"01:50 PM-03:00 PM MWF     STEI 202
08:00 AM-12:00 PM T       STEI 222"
3607,3 (Spring 2024),01:50 PM-03:00 PM MWF,12:30 PM-04:30 PM T,S. Debbert,term_in=202430&crn_in=3607&subj_code_in=CHEM&crse_numb_in=252,"01:50 PM-03:00 PM MWF     STEI 202
12:30 PM-04:30 PM T       STEI 222"
3609,3 (Spring 2024),08:30 AM-09:40 AM MWF,08:30 AM-11:30 AM T,K. Culhane,term_in=202430&crn_in=3609&subj_code_in=CHEM&crse_numb_in=340,"08:30 AM-09:40 AM MWF     YOUN 121
08:30 AM-11:30 AM T       STEI 216"
3610,3 (Spring 2024),08:30 AM-09:40 AM MWF,01:00 PM-04:00 PM T,K. Culhane,term_in=202430&crn_in=3610&subj_code_in=CHEM&crse_numb_in=340,"08:30 AM-09:40 AM MWF     YOUN 121
01:00 PM-04:00 PM T       STEI 216"
3081,3 (Spring 2024),,,Staff,term_in=202430&crn_in=3081&subj_code_in=CHEM&crse_numb_in=390,Arranged
3082,3 (Spring 2024),,,Staff,term_in=202430&crn_in=3082&subj_code_in=CHEM&crse_numb_in=391,Arranged
3083,3 (Spring 2024),,,Staff,term_in=202430&crn_in=3083&subj_code_in=CHEM&crse_numb_in=395,Arranged
3084,3 (Spring 2024),,,Staff,term_in=202430&crn_in=3084&subj_code_in=CHEM&crse_numb_in=399,Arranged
3568,3 (Spring 2024),09:50 AM-11:00 AM MWF,,G. Sazama,term_in=202430&crn_in=3568&subj_code_in=CHEM&crse_numb_in=420,09:50 AM-11:00 AM MWF     STEI 127
3569,3 (Spring 2024),01:50 PM-03:00 PM MWF,,A. Fleshman,term_in=202430&crn_in=3569&subj_code_in=CHEM&crse_numb_in=470,01:50 PM-03:00 PM MWF     STEI 127
3085,3 (Spring 2024),,,Staff,term_in=202430&crn_in=3085&subj_code_in=CHEM&crse_numb_in=590,Arranged
3086,3 (Spring 2024),,,Staff,term_in=202430&crn_in=3086&subj_code_in=CHEM&crse_numb_in=591,Arranged
3087,3 (Spring 2024),,,Staff,term_in=202430&crn_in=3087&subj_code_in=CHEM&crse_numb_in=595,Arranged
3088,3 (Spring 2024),,,Staff,term_in=202430&crn_in=3088&subj_code_in=CHEM&crse_numb_in=599,Arranged
3570,3 (Spring 2024),03:10 PM-04:20 PM W,,T. Quincy,term_in=202430&crn_in=3570&subj_code_in=CHEM&crse_numb_in=680,03:10 PM-04:20 PM W       STEI 202
3089,3 (Spring 2024),,,Staff,term_in=202430&crn_in=3089&subj_code_in=CHEM&crse_numb_in=690,Arranged
3090,3 (Spring 2024),,,Staff,term_in=202430&crn_in=3090&subj_code_in=CHEM&crse_numb_in=691,Arranged
3091,3 (Spring 2024),,,Staff,term_in=202430&crn_in=3091&subj_code_in=CHEM&crse_numb_in=695,Arranged
3092,3 (Spring 2024),,,Staff,term_in=202430&crn_in=3092&subj_code_in=CHEM&crse_numb_in=699,Arranged
3763,3 (Spring 2025),11:10 AM-12:20 PM MWF,08:30 AM-11:30 AM R,G. Sazama,term_in=202530&crn_in=3763&subj_code_in=CHEM&crse_numb_in=112,"11:10 AM-12:20 PM MWF     YOUN 041
08:30 AM-11:30 AM R       STEI 216"
3764,3 (Spring 2025),11:10 AM-12:20 PM MWF,01:00 PM-04:00 PM R,G. Sazama,term_in=202530&crn_in=3764&subj_code_in=CHEM&crse_numb_in=112,"11:10 AM-12:20 PM MWF     YOUN 041
01:00 PM-04:00 PM R       STEI 216"
